key,B_Index,N_Index,Cl_Index,Conf_id,source_TS_G_hartree,base_log_exists,fallback_log_exists,log_file,log_exists,status,error_type,error,electronic_energy_hartree,gibbs_rrho_hartree,gibbs_qharm_hartree,gibbs_qrrho_hartree,gibbs_full_qrrho_hartree,rrho_g_corr_hartree,qharm_g_corr_hartree,temperature_K,frequency_cutoff_cm_1,n_real_frequencies,n_low_positive_frequencies,min_positive_frequency_cm_1,low_positive_frequencies_cm_1,elapsed_seconds
B_00431_LB_00143_Cl_00480,431,143,480,10,-2448.471338,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00431_Nu_00143_Cl_00480_0010.log,True,ok,,,-2448.75133661,-2448.602465911782,-2448.59541889704,-2448.5961525964226,-2448.6017709932134,0.14887069821805232,0.15591771296010945,298.15,100.0,98,12,20.644,"[20.644, 26.0219, 34.3428, 40.5097, 46.6321, 51.6624, 65.7011, 78.5576, 79.0373, 84.3388, 87.1256, 99.3569]",0.2569205998443067
B_00431_LB_00143_Cl_00483,431,143,483,10,-2393.097394,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00431_Nu_00143_Cl_00483_0010.log,True,ok,,,-2393.35954128,-2393.2286262712905,-2393.2214743277914,-2393.2222862654876,-2393.2278335539054,0.13091500870964976,0.1380669522084872,298.15,100.0,92,12,22.6173,"[22.6173, 23.4045, 28.1895, 33.2942, 48.935, 55.6292, 71.7771, 77.1727, 82.6427, 87.2991, 91.78, 96.8915]",0.29698020010255277
B_00431_LB_00160_Cl_00484,431,160,484,2,-1757.16915,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00431_Nu_00160_Cl_00484_0002.log,True,ok,,,-1757.67031653,-1757.345276213576,-1757.3398597801154,-1757.3402733747434,-1757.3451960929654,0.3250403164240676,0.3304567498846855,298.15,100.0,143,9,21.9623,"[21.9623, 32.0289, 41.555, 52.7752, 58.2806, 68.2843, 70.2089, 79.7159, 88.8853]",0.14062219997867942
B_00431_LB_00306_Cl_00488,431,306,488,4,-2168.549482,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00431_Nu_00306_Cl_00488_0004.log,True,ok,,,-2168.97663736,-2168.716439729167,-2168.708252031102,-2168.709604916137,-2168.7151378612225,0.2601976308330637,0.2683853288982758,298.15,100.0,128,10,12.9546,"[12.9546, 18.098, 27.6672, 37.7447, 41.5475, 48.8694, 56.0557, 75.2503, 81.6515, 93.6519]",0.4211513998452574
B_00431_LB_00333_Cl_00488,431,333,488,11,-2276.832504,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00431_Nu_00333_Cl_00488_0011.log,True,ok,,,-2277.26123229,-2277.0137565124282,-2277.0074825245792,-2277.0081552706847,-2277.0133326208597,0.2474757775718011,0.2537497654207356,298.15,100.0,128,10,18.1793,"[18.1793, 21.8848, 32.1465, 41.9938, 56.3091, 67.1676, 74.4683, 87.8658, 92.7382, 99.8963]",0.34883509995415807
B_00433_LB_00031_Cl_00492,433,31,492,1,-1544.76175,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00433_Nu_00031_Cl_00492_0001.log,True,ok,,,-1545.10204959,-1544.8401588503066,-1544.833021640459,-1544.834681008521,-1544.8384941113368,0.26189073969345344,0.26902794954105147,298.15,100.0,107,8,3.8681,"[3.8681, 21.1461, 26.3082, 48.3083, 68.0167, 80.7584, 87.6776, 99.4452]",0.5330998999997973
B_00433_LB_00160_Cl_00526,433,160,526,3,-1383.273409,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00433_Nu_00160_Cl_00526_0003.log,True,ok,,,-1383.67568871,-1383.3809086963042,-1383.3745023007198,-1383.3755137070732,-1383.3800726094596,0.2947800136958906,0.30118640928024626,298.15,100.0,122,9,18.9845,"[18.9845, 23.8881, 28.7634, 36.7786, 51.1861, 66.064, 78.0048, 85.7221, 98.6681]",0.20140839996747673
B_00433_LB_00160_Cl_00616,433,160,616,1,-1599.175469,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00433_Nu_00160_Cl_00616_0001.log,True,ok,,,-1599.76186691,-1599.3667190003166,-1599.361069698595,-1599.361601135496,-1599.366509257032,0.3951479096834105,0.40079721140504126,298.15,100.0,158,10,18.8641,"[18.8641, 28.199, 42.2318, 51.3195, 58.9442, 66.1011, 73.5704, 81.0908, 91.3053, 97.5336]",0.2637453000061214
B_00433_LB_00184_Cl_00483,433,184,483,1,-2069.298846,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00433_Nu_00184_Cl_00483_0001.log,True,ok,,,-2069.7294511,-2069.4388473535396,-2069.4333419390523,-2069.43385253829,-2069.438593730057,0.2906037464602469,0.29610916094749434,298.15,100.0,131,9,22.3028,"[22.3028, 28.1599, 35.1552, 42.1767, 58.8548, 73.2542, 84.4313, 88.0569, 93.4276]",0.6220970000140369
B_00433_LB_00195_Cl_00483,433,195,483,10,-2146.669159,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00433_Nu_00195_Cl_00483_0010.log,True,ok,,,-2147.14875165,-2146.827210267816,-2146.820232706359,-2146.821288873784,-2146.8264222132284,0.32154138218420747,0.32851894364115836,298.15,100.0,143,9,16.188,"[16.188, 22.7447, 33.7131, 37.8489, 47.331, 54.4099, 73.7147, 79.8155, 81.6212]",0.186287899967283
B_00433_LB_00261_Cl_00490,433,261,490,0,-1525.572279,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00433_Nu_00261_Cl_00490_0000.log,True,ok,,,-1525.99931174,-1525.6906698815135,-1525.6835497912336,-1525.6845838990487,-1525.6897991406777,0.30864185848639714,0.3157619487662378,298.15,100.0,131,9,18.1313,"[18.1313, 22.8294, 24.6325, 34.4771, 51.1646, 56.3788, 59.3403, 87.9564, 94.5461]",0.5468462000135332
B_00433_LB_00302_Cl_00483,433,302,483,0,-1910.409946,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00433_Nu_00302_Cl_00483_0000.log,True,ok,,,-1910.75002794,-1910.5471633963887,-1910.5413121309282,-1910.54207006024,-1910.5465566348846,0.20286454361147926,0.20871580907199816,298.15,100.0,104,8,18.5602,"[18.5602, 22.8832, 33.955, 37.7041, 59.1701, 75.5201, 85.7227, 92.9962]",0.4111629999242723
B_00433_LB_00333_Cl_00488,433,333,488,0,-1965.233474,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00433_Nu_00333_Cl_00488_0000.log,True,ok,,,-1965.664338,-1965.3973813076334,-1965.3914823973507,-1965.391835822625,-1965.3973011861551,0.2669566923667133,0.272855602649341,298.15,100.0,125,10,20.2854,"[20.2854, 25.9417, 35.9569, 51.398, 55.3784, 63.6679, 67.8448, 80.4188, 98.3377, 99.5384]",0.43582160002551973
B_00433_LB_00366_Cl_00483,433,366,483,10,-2292.794181,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00433_Nu_00366_Cl_00483_0010.log,True,ok,,,-2293.20703342,-2292.9421389279664,-2292.9358453991,-2292.9365451153376,-2292.9417220140717,0.2648944920332304,0.27118802089999894,298.15,100.0,131,10,21.8638,"[21.8638, 25.2576, 30.1112, 46.6336, 49.2428, 59.5584, 76.6268, 84.1927, 85.5251, 95.7946]",0.1360838001128286
B_00433_LB_00367_Cl_00483,433,367,483,1,-2033.146878,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00433_Nu_00367_Cl_00483_0001.log,True,ok,,,-2033.62757165,-2033.3270593795746,-2033.3212817073081,-2033.3219218749334,-2033.326592839316,0.300512270425277,0.3062899426918992,298.15,100.0,134,9,16.3655,"[16.3655, 31.1167, 38.7894, 50.3447, 58.1532, 69.0449, 69.2278, 76.8422, 98.1184]",0.2734743000473827
B_00433_LB_00377_Cl_00483,433,377,483,10,-1899.453535,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00433_Nu_00377_Cl_00483_0010.log,True,ok,,,-1899.82712162,-1899.5837680660056,-1899.5784541415399,-1899.5792348022403,-1899.5831868714645,0.24335355399446815,0.24866747846029835,298.15,100.0,113,8,16.0499,"[16.0499, 26.6893, 38.5409, 51.5162, 53.3296, 80.0555, 95.3942, 99.2366]",0.30113370018079877
B_00434_LB_00160_Cl_00483,434,160,483,1,-1984.760154,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00434_Nu_00160_Cl_00483_0001.log,True,ok,,,-1985.0746667,-1984.8737807800865,-1984.866072084776,-1984.8676436991652,-1984.8723928207296,0.20088591991358384,0.20859461522410083,298.15,100.0,104,8,7.432,"[7.432, 16.1077, 32.312, 43.9461, 50.3133, 53.3716, 69.6216, 84.5785]",0.12070910003967583
B_00434_LB_00254_Cl_00483,434,254,483,0,-1963.406027,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00434_Nu_00254_Cl_00483_0000.log,True,ok,,,-1963.73770559,-1963.5601349892877,-1963.5560019189024,-1963.5562143926995,-1963.5603184355375,0.177570600712117,0.18170367109738295,298.15,100.0,98,7,23.3678,"[23.3678, 37.917, 49.4098, 61.1051, 69.8475, 75.6627, 85.1429]",0.07729639997705817
B_00434_LB_00262_Cl_00483,434,262,483,2,-2062.048383,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00434_Nu_00262_Cl_00483_0002.log,True,ok,,,-2062.41944917,-2062.185615419293,-2062.177309661243,-2062.1789464059098,-2062.1841242403175,0.23383375070701568,0.242139508757316,298.15,100.0,116,10,11.0669,"[11.0669, 11.4338, 34.7036, 37.0482, 48.6909, 49.7712, 59.6403, 73.739, 84.0937, 97.2484]",0.6951979000587016
B_00434_LB_00302_Cl_00483,434,302,483,0,-1979.423491,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00434_Nu_00302_Cl_00483_0000.log,True,ok,,,-1979.73575298,-1979.5740707848176,-1979.5684832545824,-1979.568927406665,-1979.5738374789955,0.1616821951822477,0.16726972541766721,298.15,100.0,95,9,21.5457,"[21.5457, 28.3965, 36.4153, 50.9154, 60.3501, 67.1242, 73.4385, 85.422, 88.434]",0.3500802998896688
B_00434_LB_00306_Cl_00479,434,306,479,2,-2155.037919,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00434_Nu_00306_Cl_00479_0002.log,True,ok,,,-2155.47378834,-2155.250999173658,-2155.2440824812443,-2155.244873910539,-2155.250408083725,0.22278916634198237,0.2297058587556487,298.15,100.0,119,10,14.7854,"[14.7854, 23.047, 33.626, 46.26, 55.6671, 59.8142, 66.2244, 69.4624, 83.1588, 91.6299]",0.6938130999915302
B_00434_LB_00306_Cl_00483,434,306,483,2,-1979.436131,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00434_Nu_00306_Cl_00483_0002.log,True,ok,,,-1979.74892724,-1979.587441819302,-1979.581360469832,-1979.5819470380156,-1979.5869792992587,0.16148542069801916,0.16756677016804922,298.15,100.0,95,8,17.9692,"[17.9692, 28.9538, 37.1883, 44.9365, 52.8293, 60.7339, 65.547, 82.5031]",0.0903518998529762
B_00434_LB_00306_Cl_00485,434,306,485,1,-2001.435655,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00434_Nu_00306_Cl_00485_0001.log,True,ok,,,-2001.78217541,-2001.6055250808326,-2001.5989142726694,-2001.5997287516286,-2001.6048371606107,0.17665032916736317,0.18326113733063565,298.15,100.0,101,9,15.4913,"[15.4913, 25.8955, 31.493, 39.3601, 52.3589, 64.7735, 72.8282, 79.0558, 88.4788]",0.14464260009117424
B_00434_LB_00367_Cl_00483,434,367,483,10,-2102.176193,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00434_Nu_00367_Cl_00483_0010.log,True,ok,,,-2102.62904118,-2102.3690160296746,-2102.363691468401,-2102.363924621276,-2102.3689212223953,0.2600251503253188,0.26534971159882276,298.15,100.0,125,10,24.0244,"[24.0244, 34.3945, 43.1777, 47.2866, 60.0614, 66.0657, 74.0538, 77.5452, 90.9297, 96.2628]",0.1276342999190092
B_00434_LB_00377_Cl_00485,434,377,485,0,-1990.47339,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00434_Nu_00377_Cl_00485_0000.log,True,ok,,,-1990.85488956,-1990.637132956693,-1990.6319661157786,-1990.6325123588306,-1990.6368467592993,0.21775660330699745,0.22292344422137883,298.15,100.0,110,8,21.4389,"[21.4389, 26.2183, 40.8648, 54.9239, 62.6033, 67.904, 78.3961, 95.1961]",0.4761833001393825
B_00435_LB_00025_Cl_00492,435,25,492,10,-1585.253504,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00435_Nu_00025_Cl_00492_0010.log,True,ok,,,-1585.64853701,-1585.3349415312475,-1585.3274988206347,-1585.3294850337854,-1585.3330930914267,0.3135954787523346,0.32103818936529294,298.15,100.0,122,7,2.8746,"[2.8746, 18.5772, 26.3271, 54.271, 65.6354, 75.858, 94.9034]",0.4281517998315394
B_00435_LB_00030_Cl_00492,435,30,492,0,-2120.975387,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00435_Nu_00030_Cl_00492_0000.log,True,ok,,,-2121.61971577,-2121.1867663669145,-2121.175611855416,-2121.17798835314,-2121.184353358715,0.43294940308542856,0.4441039145838646,298.15,100.0,176,13,9.1038,"[9.1038, 14.2752, 18.758, 36.7801, 39.9918, 41.6842, 45.9766, 56.2236, 58.3235, 65.6816, 70.9919, 77.3776, 83.1666]",0.6456100998912007
B_00435_LB_00160_Cl_00488,435,160,488,0,-1783.671284,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00435_Nu_00160_Cl_00488_0000.log,True,ok,,,-1784.04494675,-1783.7779222880167,-1783.7710009059692,-1783.7723320468265,-1783.776811045455,0.2670244619832358,0.27394584403081423,298.15,100.0,116,7,10.9724,"[10.9724, 14.6779, 29.5613, 37.8689, 53.905, 74.9284, 85.6217]",0.2668048001360148
B_00435_LB_00160_Cl_00490,435,160,490,10,-1195.970134,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00435_Nu_00160_Cl_00490_0010.log,True,ok,,,-1196.21903653,-1196.041102648316,-1196.0353701647216,-1196.036657921004,-1196.039943073366,0.17793388168410354,0.183666365278372,298.15,100.0,83,5,12.4235,"[12.4235, 19.5687, 27.4357, 50.4653, 65.8595]",0.3007141000125557
B_00435_LB_00160_Cl_00494,435,160,494,0,-1721.731421,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00435_Nu_00160_Cl_00494_0000.log,True,ok,,,-1722.04093316,-1721.818754474349,-1721.8140017920973,-1721.8145052244238,-1721.8184591848167,0.22217868565104754,0.22693136790261648,298.15,100.0,101,7,20.6871,"[20.6871, 31.0269, 36.9578, 58.3988, 60.8301, 77.904, 95.028]",0.05684230010956526
B_00435_LB_00194_Cl_00490,435,194,490,11,-1251.340609,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00435_Nu_00194_Cl_00490_0011.log,True,ok,,,-1251.60810102,-1251.4128544043213,-1251.4051914365352,-1251.4072254858024,-1251.4108025773799,0.1952466156788744,0.20290958346473742,298.15,100.0,89,7,4.2947,"[4.2947, 18.1372, 24.342, 37.6693, 56.358, 72.1327, 98.077]",0.08996380004100502
B_00435_LB_00261_Cl_00492,435,261,492,1,-1958.762789,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00435_Nu_00261_Cl_00492_0001.log,True,ok,,,-1959.15891542,-1958.8913353406274,-1958.883246692592,-1958.8846930456714,-1958.8899605288516,0.26758007937271466,0.27566872740819626,298.15,100.0,122,10,12.241,"[12.241, 20.1715, 27.088, 37.1535, 43.46, 44.5527, 54.3329, 82.9784, 89.0563, 92.3398]",0.1707612001337111
B_00435_LB_00304_Cl_00618,435,304,618,0,-2517.981987,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00435_Nu_00304_Cl_00618_0000.log,True,ok,,,-2518.30880579,-2518.0911506954626,-2518.084422039478,-2518.085679575506,-2518.089956153583,0.21765509453725662,0.22438375052212758,298.15,100.0,104,7,12.6952,"[12.6952, 15.6485, 32.3202, 42.6028, 52.0206, 60.7705, 88.3398]",0.11923770001158118
B_00435_LB_00306_Cl_00528,435,306,528,0,-1305.200442,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00435_Nu_00306_Cl_00528_0000.log,True,ok,,,-1305.49138596,-1305.3208361940522,-1305.316289459367,-1305.316781917401,-1305.3204911816724,0.17054976594781762,0.17509650063288423,298.15,100.0,86,7,21.9503,"[21.9503, 35.5947, 38.8031, 48.5601, 66.7488, 83.1762, 95.0237]",0.06917109992355108
B_00435_LB_00377_Cl_00483,435,377,483,11,-1820.87178,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00435_Nu_00377_Cl_00483_0011.log,True,ok,,,-1821.18196048,-1820.9934068806263,-1820.9888233375934,-1820.989344248503,-1820.993032191122,0.1885535993737839,0.19313714240663565,298.15,100.0,95,7,25.8641,"[25.8641, 29.7571, 35.9996, 58.9839, 61.318, 80.9559, 91.9985]",0.07160150003619492
B_00436_LB_00122_Cl_00477,436,122,477,2,-2710.994156,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00436_Nu_00122_Cl_00477_0002.log,True,ok,,,-2711.8074579,-2711.294910737657,-2711.2822290646823,-2711.2846021126397,-2711.2925342090703,0.5125471623427571,0.5252288353175804,298.15,100.0,212,15,7.1026,"[7.1026, 10.9949, 21.3232, 31.7187, 39.1265, 42.2477, 44.8052, 49.0821, 51.0514, 58.5802, 62.9621, 70.8231, 75.544, 77.9935, 87.8761]",0.33235859987325966
B_00436_LB_00122_Cl_00492,436,122,492,2,-2708.793103,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00436_Nu_00122_Cl_00492_0002.log,True,ok,,,-2709.55614696,-2709.073001045545,-2709.0610503616053,-2709.0630402661154,-2709.070989701665,0.483145914455249,0.49509659839472725,298.15,100.0,203,16,7.8063,"[7.8063, 16.5745, 24.6578, 33.7246, 36.2163, 43.2569, 45.8273, 51.6179, 53.7567, 59.2695, 64.4085, 69.2067, 73.6644, 76.9049, 92.4048, 97.0666]",0.7105027001816779
B_00436_LB_00137_Cl_00492,436,137,492,1,-2553.063672,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00436_Nu_00137_Cl_00492_0001.log,True,ok,,,-2553.70553886,-2553.2941729542094,-2553.2839050180787,-2553.285422219959,-2553.292700055557,0.4113659057908494,0.4216338419216147,298.15,100.0,176,14,12.4467,"[12.4467, 24.0554, 29.485, 36.5846, 38.2198, 45.8053, 48.8196, 51.9581, 58.1692, 64.5499, 70.0175, 71.4198, 72.846, 87.8025]",0.7858400999102741
B_00436_LB_00169_Cl_00555,436,169,555,11,-2032.033158,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00436_Nu_00169_Cl_00555_0011.log,True,ok,,,-2033.07131193,-2032.3066206961746,-2032.2975120938459,-2032.2979925984291,-2032.306621369914,0.7646912338255474,0.7737998361541911,298.15,100.0,278,17,26.9443,"[26.9443, 27.359, 32.781, 35.8981, 43.3833, 46.4622, 49.8691, 58.3579, 59.9582, 64.2694, 72.4826, 73.8436, 81.4099, 82.1645, 90.2859, 92.9782, 99.7958]",1.0172765001188964
B_00436_LB_00171_Cl_00488,436,171,488,2,-2059.354126,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00436_Nu_00171_Cl_00488_0002.log,True,ok,,,-2060.05168635,-2059.511933018358,-2059.5050135456113,-2059.505782047987,-2059.5115680863473,0.5397533316424511,0.5466728043890623,298.15,100.0,200,11,12.7551,"[12.7551, 26.7408, 41.732, 47.1721, 52.3041, 55.3997, 63.1028, 74.6493, 76.5241, 88.1545, 99.6282]",0.5279692001640797
B_00436_LB_00254_Cl_00485,436,254,485,0,-2025.906643,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00436_Nu_00254_Cl_00485_0000.log,True,ok,,,-2026.33074859,-2026.0851323344696,-2026.0787416935875,-2026.0800576209651,-2026.0841312180874,0.2456162555304222,0.25200689641249485,298.15,100.0,119,7,5.8981,"[5.8981, 24.7857, 33.871, 46.8144, 64.8983, 77.6667, 94.0341]",0.627379999961704
B_00436_LB_00258_Cl_00483,436,258,483,10,-1971.710739,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00436_Nu_00258_Cl_00483_0010.log,True,ok,,,-1972.11330761,-1971.862967534066,-1971.8581744142373,-1971.8584996415786,-1971.8630358002492,0.2503400759339358,0.2551331957626861,298.15,100.0,119,8,20.2746,"[20.2746, 36.7292, 45.693, 55.6937, 65.0686, 70.834, 75.9282, 89.6966]",0.14775340002961457
B_00436_LB_00296_Cl_00453,436,296,453,0,-2338.485288,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00436_Nu_00296_Cl_00453_0000.log,True,ok,,,-2338.83928621,-2338.6047854900617,-2338.598711580577,-2338.5994914381845,-2338.6042317273154,0.23450071993817506,0.24057462942293503,298.15,100.0,113,9,23.9471,"[23.9471, 27.3988, 31.2999, 47.5874, 50.8253, 58.3797, 67.1678, 80.1263, 97.3193]",0.3338959999382496
B_00436_LB_00302_Cl_00479,436,302,479,0,-2195.515539,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00436_Nu_00302_Cl_00479_0000.log,True,ok,,,-2196.00352104,-2195.7288352934866,-2195.7211015299736,-2195.7223785793217,-2195.7278021036936,0.27468574651340305,0.282419510026632,298.15,100.0,134,10,12.7773,"[12.7773, 21.0429, 23.7852, 40.2856, 55.0127, 58.7862, 61.8468, 73.6841, 76.8369, 89.0056]",0.6610301001928747
B_00436_LB_00302_Cl_00486,436,302,486,1,-1473.517879,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00436_Nu_00302_Cl_00486_0001.log,True,ok,,,-1474.0010929,-1473.6905467076701,-1473.6845979217867,-1473.6853751642354,-1473.6899404458047,0.3105461923298528,0.3164949782134252,298.15,100.0,131,9,13.4833,"[13.4833, 28.2505, 42.5266, 49.5826, 60.018, 61.6385, 75.4842, 83.0964, 93.3089]",0.730134799843654
B_00436_LB_00366_Cl_00485,436,366,485,10,-2424.319861,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00436_Nu_00366_Cl_00485_0010.log,True,ok,,,-2424.80054366,-2424.5056317626054,-2424.4989988308266,-2424.499767438826,-2424.505147018746,0.29491189739493157,0.30154482917372005,298.15,100.0,143,10,16.3958,"[16.3958, 27.9914, 30.6914, 46.4834, 57.3196, 58.3558, 62.8661, 78.1378, 79.6456, 97.6609]",0.6966407999861985
B_00437_LB_00006_Cl_00492,437,6,492,0,-1768.936911,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00437_Nu_00006_Cl_00492_0000.log,True,ok,,,-1769.18881394,-1769.0103525812435,-1769.0027737541232,-1769.0046872172134,-1769.0085806491354,0.17846135875647762,0.1860401858769174,298.15,100.0,89,8,3.4651,"[3.4651, 15.2702, 31.1901, 43.7059, 69.6845, 75.5923, 87.6678, 93.4414]",0.22875860007479787
B_00437_LB_00141_Cl_00480,437,141,480,0,-2192.457458,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00437_Nu_00141_Cl_00480_0000.log,True,ok,,,-2192.53226797,-2192.4935762042533,-2192.4873498062593,-2192.4885967717605,-2192.492355132085,0.0386917657465507,0.044918163740380795,298.15,100.0,53,8,12.8623,"[12.8623, 16.7411, 31.8712, 43.792, 69.8933, 76.9696, 81.5917, 98.878]",0.07018099981360137
B_00437_LB_00141_Cl_00481,437,141,481,0,-1634.43915,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00437_Nu_00141_Cl_00481_0000.log,True,ok,,,-1634.47677872,-1634.4465369647303,-1634.4414300164806,-1634.442257019219,-1634.445673842148,0.03024175526974268,0.035348703519539136,298.15,100.0,44,7,16.8227,"[16.8227, 26.1991, 29.943, 47.9749, 78.7286, 89.8259, 95.9886]",0.048466800013557076
B_00437_LB_00141_Cl_00483,437,141,483,10,-2137.080834,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00437_Nu_00141_Cl_00483_0010.log,True,ok,,,-2137.13600405,-2137.1140535200116,-2137.1088205120773,-2137.1096318025475,-2137.113272447238,0.021950529988488024,0.027183537922618864,298.15,100.0,47,8,18.9169,"[18.9169, 26.7822, 31.8338, 47.7091, 69.3396, 77.141, 92.859, 97.9916]",0.06361219985410571
B_00437_LB_00141_Cl_00492,437,141,492,10,-2007.659804,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00437_Nu_00141_Cl_00492_0010.log,True,ok,,,-2007.71405611,-2007.6891424968485,-2007.683508534244,-2007.6846613566731,-2007.6879362040088,0.024913613151520436,0.030547575755927675,298.15,100.0,44,7,14.5772,"[14.5772, 19.8179, 27.0935, 47.9956, 75.5351, 87.2151, 99.2993]",0.11495449999347329
B_00437_LB_00163_Cl_00481,437,163,481,10,-1894.925597,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00437_Nu_00163_Cl_00481_0010.log,True,ok,,,-1895.06542178,-1894.946885546567,-1894.9397802917476,-1894.9409589102436,-1894.9457224833163,0.11853623343293046,0.12564148825226606,298.15,100.0,83,9,15.4294,"[15.4294, 17.9987, 23.6659, 45.0168, 48.3788, 55.9271, 76.1314, 85.9602, 97.2762]",0.4275667001493275
B_00437_LB_00163_Cl_00490,437,163,490,10,-1756.382262,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00437_Nu_00163_Cl_00490_0010.log,True,ok,,,-1756.50757468,-1756.4077331805543,-1756.4010283939763,-1756.4022908773345,-1756.4065231179256,0.09984149944587284,0.10654628602373288,298.15,100.0,74,8,10.3097,"[10.3097, 22.4221, 25.7621, 45.2626, 51.743, 76.1618, 79.6703, 92.5091]",0.10771790007129312
B_00437_LB_00193_Cl_00490,437,193,490,0,-1426.812174,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00437_Nu_00193_Cl_00490_0000.log,True,ok,,,-1427.09896483,-1426.903282477409,-1426.8964021505662,-1426.8979361404613,-1426.901848783868,0.19568235259120753,0.20256267943384115,298.15,100.0,95,7,11.9592,"[11.9592, 18.1483, 28.657, 45.5024, 52.2402, 59.5865, 73.6762]",0.24569569993764162
B_00437_LB_00193_Cl_00529,437,193,529,11,-1584.004535,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00437_Nu_00193_Cl_00529_0011.log,True,ok,,,-1584.43435681,-1584.1229422580275,-1584.1171072921431,-1584.117803328802,-1584.1224463102462,0.3114145519725597,0.3172495178568333,298.15,100.0,131,10,19.2487,"[19.2487, 29.3281, 29.823, 52.2504, 66.2181, 69.1955, 70.0404, 78.489, 89.261, 99.0853]",0.28136010002344847
B_00437_LB_00291_Cl_00492,437,291,492,10,-2027.925978,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00437_Nu_00291_Cl_00492_0010.log,True,ok,,,-2028.04570712,-2027.9889065381053,-2027.9818130523747,-2027.9835211238244,-2027.9871244895191,0.05680058189473294,0.0638940676252709,298.15,100.0,62,7,11.8447,"[11.8447, 15.4, 18.8178, 33.1727, 52.1481, 91.8473, 95.6058]",0.11887549981474876
B_00437_LB_00292_Cl_00483,437,292,483,10,-1944.820099,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00437_Nu_00292_Cl_00483_0010.log,True,ok,,,-1945.03498427,-1944.9501957127316,-1944.9446417122708,-1944.9455919139132,-1944.9494100190398,0.08478855726851783,0.09034255772912865,298.15,100.0,71,7,9.3815,"[9.3815, 24.2186, 41.5838, 52.3789, 70.9602, 83.5219, 91.0717]",0.1697438999544829
